Subject,Epoch,Train_Loss,Train_Acc,Train_Sens,Train_Spec,Val_Loss,Val_Acc,Val_Sens,Val_Spec,Val_F1,Acc_Gap,LR
Patient_3,1,0.6894961792489757,0.5229595312712904,0.6099573648741576,0.4375590657486162,0.6813599081600413,0.5878962536023055,0.28440366972477066,0.726890756302521,0.3024390243902439,-0.0649367223310151,5e-05
Patient_3,2,0.6705872530522554,0.5745333151655538,0.5431947840260799,0.6060688901038819,0.6777756529695848,0.5840537944284342,0.2782874617737003,0.7240896358543417,0.2959349593495935,-0.009520479262880355,5e-05
Patient_3,3,0.6560608335163283,0.6088704183131217,0.5678723696878009,0.649115701363575,0.6755307421964758,0.6023054755043228,0.3302752293577982,0.726890756302521,0.34285714285714286,0.006564942808798935,5e-05
Patient_3,4,0.631608752064083,0.6472952718353999,0.5998083242059146,0.6943314347708164,0.6664668567040387,0.6051873198847262,0.25076452599388377,0.7675070028011205,0.2852173913043478,0.04210795195067374,5e-05
Patient_3,5,0.6072938190854114,0.6765226870145796,0.6646649379009144,0.6883417222146647,0.6906790137290955,0.5850144092219021,0.26299694189602446,0.7324929971988795,0.2847682119205298,0.09150827779267756,5e-05
Patient_3,6,0.5838441647913145,0.6979152473088976,0.6961627748190632,0.6996600951733515,0.717497334760778,0.5946205571565802,0.23853211009174313,0.757703081232493,0.2698961937716263,0.1032946901523174,5e-05
Patient_3,7,0.5488788241925446,0.7291184085025207,0.7436495949471371,0.7148073022312373,0.7437573250602273,0.6128722382324687,0.20489296636085627,0.7997198879551821,0.24953445065176907,0.11624617027005202,5e-05
Patient_3,8,0.5172856308843778,0.7513285188717809,0.7684986595174262,0.7335827098919369,0.7838061820058262,0.6205571565802114,0.1743119266055046,0.8249299719887955,0.22396856581532418,0.1307713622915695,5e-05
Patient_3,9,0.49043409707753555,0.7701321705954489,0.7960580344921981,0.7444384156266957,0.8243745284921983,0.6109510086455331,0.1651376146788991,0.8151260504201681,0.21052631578947367,0.15918116194991583,5e-05
Patient_3,10,0.4610479344492373,0.7890039514920288,0.8040298095500966,0.7743541442411195,0.9333071585963754,0.6157540826128722,0.14678899082568808,0.8305322128851541,0.1935483870967742,0.1732498688791566,5e-05
Patient_3,11,0.43955705139947976,0.8020847526911024,0.824448403453474,0.7799756130605608,0.9484502120929605,0.6320845341018252,0.12232415902140673,0.865546218487395,0.17278617710583152,0.17000021858927716,2.5e-05
Patient_3,12,0.42468434040961056,0.8130535495299087,0.8439542483660131,0.7821107172075266,0.981172221548417,0.6263208453410183,0.12538226299694188,0.8557422969187675,0.1740976645435244,0.18673270418889043,2.5e-05
Patient_3,13,0.41685500300448874,0.8204115002043875,0.846070017708759,0.7947389941392939,1.0477118720026577,0.627281460134486,0.12538226299694188,0.8571428571428571,0.17446808510638298,0.19313004006990142,2.5e-05
